,Column_1,Column_2,Column_3,Column_4,Column_5
1149,1,3,48,2,6
1150,23,2,1,13,21
1151,10,13,1,31,5
1152,6,16,16,3,19
1153,24,22,2,5,7
1154,18,21,1,1,19
1155,4,13,16,25,2
1156,4,11,7,11,27
1157,15,2,10,16,17
1158,25,1,2,17,15
1159,20,16,21,1,2
1160,17,4,8,6,25
1161,6,3,23,3,25
1162,6,1,26,22,5
1163,3,13,26,3,15
1164,1,29,7,4,19
1165,3,26,1,26,4
1166,5,1,13,30,11
1167,3,8,4,42,3
1168,8,31,5,7,9
1169,7,3,24,7,19
1170,8,25,2,11,14
1171,25,5,6,18,6
1172,26,21,2,1,10
1173,10,2,22,10,16
1174,24,10,3,15,8
1175,15,28,6,10,1
1176,6,15,5,10,24
1177,5,6,10,11,28
1178,14,2,22,10,12
1179,10,11,14,1,24
1180,3,46,5,2,4
1181,30,14,8,6,2
1182,20,9,7,16,8
1183,28,17,1,1,13
1184,13,8,6,8,25
1185,2,10,2,28,18
1186,4,39,1,7,9
1187,1,28,10,4,17
1188,5,28,6,3,18
1189,3,41,4,2,10
1190,24,22,1,3,10
1191,2,20,5,3,30
1192,4,7,15,8,26
1193,13,18,11,4,14
1194,4,4,21,14,17
1195,10,24,13,7,6
1196,6,40,5,4,5
1197,12,22,4,20,2
1198,8,5,11,18,18
1199,10,8,27,14,1
1200,40,10,1,6,3
1201,12,1,1,8,38
1202,45,1,7,4,3
1203,14,29,13,1,3
1204,6,13,25,2,14
1205,8,21,12,9,10
1206,26,1,17,3,13
1207,5,4,9,28,14
1208,11,2,20,23,4
1209,8,35,13,3,1
1210,17,19,5,16,3
1211,30,1,12,6,11
1212,36,13,2,6,3
1213,1,28,6,1,24
1214,6,3,4,27,20
1215,8,9,6,22,15
1216,11,19,7,21,2
1217,13,6,12,14,15
1218,2,16,17,5,20
1219,16,10,5,4,25
1220,8,1,11,39,1
1221,8,23,6,9,14
1222,3,1,6,20,30
1223,11,2,32,7,8
1224,15,3,11,24,7
1225,18,5,24,8,5
1226,8,8,24,10,10
1227,13,3,10,29,5
1228,3,18,2,8,29
1229,12,33,3,9,3
1230,2,16,16,18,8
1231,8,7,12,8,25
1232,1,11,16,1,31
1233,32,6,8,13,1
1234,4,2,18,33,3
1235,23,15,9,12,1
1236,25,17,9,5,4
1237,9,12,32,2,5
1238,4,3,15,26,12
1239,2,35,7,13,3
1240,8,20,12,7,13
1241,11,12,3,6,28
1242,21,25,3,6,5
1243,6,14,22,11,7
1244,9,12,10,8,21
1245,3,22,5,6,24
1246,6,13,34,4,3
1247,7,2,34,3,14
1248,6,8,26,2,18
1249,3,30,18,8,1
1250,8,14,32,1,5
1251,21,6,5,9,19
1252,6,17,14,17,6
1253,16,18,2,15,9
1254,3,3,14,3,37
1255,10,7,9,11,23
1256,11,3,14,18,14
1257,4,2,42,9,3
1258,5,6,5,34,10
1259,19,10,2,16,13
1260,4,32,8,15,1
1261,19,6,14,2,19
1262,7,6,3,24,20
1263,8,7,11,21,13
1264,7,9,13,10,21
1265,21,2,28,2,7
1266,5,12,3,35,5
1267,4,2,50,3,1
1268,3,28,9,10,10
1269,12,30,1,10,7
1270,2,4,10,38,6
1271,21,3,14,8,14
1272,6,5,1,24,24
1273,5,10,17,1,27
1274,3,25,6,24,2
1275,11,6,30,3,10
1276,23,7,9,8,13
1277,7,11,13,4,25
1278,11,7,6,21,15
1279,12,8,9,13,18
1280,17,22,11,5,5
1281,3,12,27,12,6
1282,11,7,29,11,2
1283,11,16,12,10,11
1284,5,19,21,3,12
1285,40,7,3,1,9
1286,28,1,26,4,1
1287,7,2,17,14,20
1288,31,7,3,10,9
1289,5,4,10,8,33
1290,26,3,1,3,27
1291,11,24,5,13,7
1292,1,3,24,23,9
1293,22,18,3,3,14
1294,20,13,25,1,1
1295,12,5,2,7,34
1296,10,2,7,31,10
1297,14,3,34,5,4
1298,5,17,23,8,7
1299,3,1,14,37,5
1300,27,5,1,3,24
1301,28,11,3,15,3
1302,9,9,7,27,8
1303,12,10,3,33,2
1304,27,7,5,10,11
1305,20,3,16,11,10
1306,18,14,9,16,3
1307,11,18,10,20,1
1308,2,5,8,37,8
1309,14,20,10,7,9
1310,9,13,13,10,15
1311,16,6,20,5,13
1312,10,24,15,10,1
1313,22,2,2,29,5
1314,9,2,28,6,15
1315,14,1,21,17,7
1316,32,9,9,9,1
1317,2,1,20,17,20
1318,38,12,2,1,7
1319,9,2,31,17,1
1320,17,16,8,17,2
1321,2,13,4,35,6
1322,3,1,31,13,12
1323,11,9,8,7,25
1324,7,18,21,4,10
1325,7,12,24,3,14
1326,20,7,30,2,1
1327,3,10,7,19,21
1328,3,23,14,6,14
1329,4,17,9,21,9
1330,11,5,18,10,16
1331,20,4,16,19,1
1332,1,8,6,7,38
1333,13,9,5,5,28
1334,23,6,29,1,1
1335,11,5,3,36,5
1336,4,15,1,30,10
1337,4,15,16,4,21
1338,11,19,19,10,1
1339,14,1,9,11,25
1340,10,16,12,11,11
1341,14,19,8,2,17
1342,15,8,3,26,8
1343,7,21,13,7,12
1344,8,11,4,24,13
1345,11,23,3,21,2
1346,19,17,1,15,8
1347,29,5,9,10,7
1348,3,10,4,14,29
1349,5,6,8,31,10
1350,2,9,30,1,18
1351,10,4,23,6,17
1352,21,5,4,6,24
1353,3,24,5,5,23
1354,12,7,20,9,12
1355,28,7,5,17,3
1356,11,10,23,7,9
1357,4,8,43,2,3
1358,3,7,6,42,2
1359,21,2,14,6,17
1360,1,43,9,2,5
1361,19,22,1,12,6
1362,10,4,8,23,15
1363,23,3,10,20,4
1364,33,6,3,17,1
1365,7,7,21,9,16
1366,45,6,5,1,3
1367,10,1,12,13,24
1368,12,39,4,1,4
1369,2,4,24,5,25
1370,9,9,4,8,30
1371,8,8,4,39,1
1372,21,7,3,18,11
1373,19,10,2,2,27
1374,1,26,10,4,19
1375,4,3,37,13,3
1376,3,9,21,7,20
1377,7,25,1,14,13
1378,12,3,17,11,17
1379,31,1,6,3,19
1380,37,3,6,6,8
1381,3,21,30,3,3
1382,18,25,2,10,5
1383,6,20,14,19,1
1384,18,20,12,3,7
1385,3,6,10,22,19
1386,14,1,24,3,18
1387,2,9,4,41,4
1388,13,6,8,20,13
1389,1,6,24,21,8
1390,14,7,6,11,22
1391,14,22,3,14,7
1392,5,3,5,10,37
1393,11,10,6,5,28
1394,25,3,18,4,10
1395,19,13,14,5,9
1396,4,5,13,20,18
1397,10,10,21,18,1
1398,25,8,24,1,2
1399,20,18,5,12,5
1400,34,10,12,1,3
1401,1,12,29,11,7
1402,5,2,13,36,4
1403,35,1,15,3,6
1404,7,11,32,6,4
1405,15,8,20,13,4
1406,15,8,12,15,10
1407,13,8,5,25,9
1408,5,15,9,12,19
1409,1,20,3,19,17
1410,5,18,32,3,2
1411,13,5,3,12,27
1412,6,7,7,21,19
1413,16,6,4,25,9
1414,1,8,28,7,16
1415,9,14,2,23,12
1416,4,19,8,23,6
1417,7,16,16,7,14
1418,13,2,2,2,41
1419,15,3,40,1,1
1420,6,2,28,4,20
1421,13,2,14,16,15
1422,27,12,6,1,14
1423,13,7,10,25,5
1424,10,23,5,4,18
1425,3,16,15,25,1
1426,17,11,2,1,29
1427,12,1,23,1,23
1428,16,28,2,12,2
1429,1,39,5,5,10
1430,4,10,28,13,5
1431,25,6,22,1,6
1432,3,1,27,26,3
1433,21,11,3,9,16
1434,12,26,4,17,1
1435,16,7,2,21,14
1436,3,8,15,29,5
1437,10,4,13,20,13
1438,10,14,9,26,1
1439,27,3,20,8,2
1440,13,18,6,14,9
1441,11,22,2,6,19
1442,21,1,1,19,18
1443,2,19,30,8,1
1444,20,7,10,16,7
1445,18,9,29,3,1
1446,19,3,24,8,6
1447,10,9,3,23,15
1448,23,19,2,8,8
1449,9,5,1,21,24
1450,45,2,4,7,2
1451,15,19,9,4,13
1452,32,2,4,15,7
1453,3,26,1,22,8
1454,18,4,13,20,5
1455,10,27,2,17,4
1456,12,9,12,5,22
1457,13,4,18,17,8
1458,4,20,2,22,12
1459,9,6,9,2,34
1460,17,20,10,6,7
1461,10,12,12,9,17
1462,15,2,6,21,16
1463,16,15,6,1,22
1464,5,1,29,8,17
1465,21,10,4,5,20
1466,13,2,11,12,22
1467,10,16,9,12,13
1468,24,5,23,6,2
1469,11,6,9,14,20
1470,25,1,15,15,4
1471,19,12,15,10,4
1472,14,11,7,19,9
1473,21,4,4,15,16
1474,9,8,8,22,13
1475,18,11,5,20,6
1476,2,14,11,9,24
1477,18,22,7,1,12
1478,20,23,9,7,1
1479,27,5,21,3,4
1480,4,3,8,41,4
1481,20,3,6,6,25
1482,1,33,3,15,8
1483,8,11,5,27,9
1484,5,20,10,21,4
1485,1,2,7,44,6
1486,23,4,6,26,1
1487,1,15,20,6,18
1488,10,33,7,7,3
1489,4,10,25,5,16
1490,16,7,1,12,24
1491,10,15,3,7,25
1492,10,7,27,14,2
1493,9,15,20,13,3
1494,41,7,3,8,1
1495,15,21,18,4,2
1496,21,2,14,8,15
1497,9,23,1,24,3
1498,11,3,25,20,1
1499,11,20,1,9,19
1500,11,15,12,1,21
1501,6,14,8,6,26
1502,5,1,28,3,23
1503,1,10,4,17,28
1504,9,11,20,14,6
1505,18,14,17,4,7
1506,3,26,9,9,13
1507,27,7,11,13,2
1508,2,2,51,3,2
1509,22,8,6,1,23
1510,9,20,4,12,15
1511,3,2,13,24,18
1512,13,9,7,10,21
1513,5,7,1,42,5
1514,10,10,13,9,18
1515,7,6,33,11,3
1516,3,14,6,2,35
1517,8,4,33,12,3
1518,3,5,27,17,8
1519,26,17,1,9,7
1520,3,9,8,15,25
1521,23,4,8,24,1
1522,14,4,7,18,17
1523,15,5,29,6,5
1524,25,5,12,5,13
1525,31,1,11,13,4
1526,44,5,7,2,2
1527,4,21,16,13,6
1528,28,1,20,8,3
1529,5,9,26,18,2
1530,9,8,6,10,27
1531,6,27,2,21,4
1532,9,4,14,9,24
1533,17,1,10,5,27
1534,12,13,11,20,4
1535,27,5,3,11,14
1536,16,26,13,1,4
1537,1,9,38,11,1
1538,6,7,7,5,35
1539,20,13,9,16,2
1540,1,1,11,4,43
1541,24,2,17,3,14
1542,5,48,2,3,2
1543,31,21,5,1,2
1544,16,6,15,12,11
1545,6,19,6,5,24
1546,7,1,41,1,10
1547,18,1,22,1,18
1548,3,8,3,5,41
1549,15,20,5,1,19
1550,15,3,4,5,33
1551,14,24,16,4,2
1552,12,20,6,8,14
1553,6,2,4,44,4
1554,2,26,14,17,1
1555,4,5,27,22,2
1556,23,10,21,3,3
1557,16,1,30,4,9
1558,8,28,20,3,1
1559,2,27,10,14,7
1560,24,7,18,4,7
1561,22,2,8,6,22
1562,6,12,7,22,13
1563,6,5,37,11,1
1564,18,3,3,30,6
1565,3,23,4,17,13
1566,10,12,7,3,28
1567,1,1,8,29,21
1568,5,1,1,43,10
1569,6,17,17,12,8
1570,7,5,31,14,3
1571,25,1,29,3,2
1572,10,12,4,23,11
1573,6,17,10,26,1
1574,12,9,18,2,19
1575,6,44,2,4,4
1576,32,10,15,1,2
1577,2,16,2,29,11
1578,15,16,24,2,3
1579,3,10,35,10,2
1580,34,21,1,2,2
1581,18,1,25,4,12
1582,23,11,6,4,16
1583,7,10,20,1,22
1584,13,4,3,27,13
1585,2,10,1,9,38
1586,13,17,16,5,9
1587,2,20,16,9,13
1588,2,8,28,17,5
1589,3,1,34,16,6
1590,11,16,11,21,1
1591,31,10,1,1,17
1592,2,8,8,28,14
1593,4,16,6,4,30
1594,25,7,5,22,1
1595,11,1,11,11,26
1596,21,9,16,2,12
1597,2,36,12,4,6
1598,16,23,1,6,14
1599,33,1,20,3,3
1600,33,5,7,2,13
1601,1,31,9,17,2
1602,14,17,7,16,6
1603,27,18,11,1,3
1604,4,34,1,20,1
1605,3,21,2,30,4
1606,11,19,5,5,20
1607,9,12,3,18,18
1608,38,8,10,3,1
1609,26,8,3,13,10
1610,38,7,2,2,11
1611,21,17,13,8,1
1612,2,27,4,3,24
1613,6,24,21,7,2
1614,6,2,11,35,6
1615,19,1,20,12,8
1616,7,8,16,6,23
1617,4,2,8,27,19
1618,28,13,8,9,2
1619,25,14,5,7,9
1620,26,1,5,8,20
1621,9,22,1,13,15
1622,7,25,1,26,1
1623,9,8,15,15,13
1624,2,9,37,7,5
1625,5,7,10,2,36
1626,5,4,7,34,10
1627,2,2,47,1,8
1628,1,1,10,41,7
1629,11,14,2,15,18
1630,16,3,17,2,22
1631,27,6,10,13,4
1632,13,7,3,4,33
1633,8,23,9,6,14
1634,30,3,10,10,7
1635,32,2,9,10,7
1636,6,10,16,20,8
1637,20,20,13,5,2
1638,4,5,37,12,2
1639,2,6,11,9,32
1640,19,7,15,14,5
1641,3,9,22,13,13
1642,4,1,1,35,19
1643,15,5,15,1,24
1644,3,2,20,1,34
1645,7,1,14,33,5
1646,40,4,1,5,10
1647,8,4,18,17,13
1648,7,27,16,3,7
1649,8,21,15,5,11
1650,14,7,4,17,18
1651,23,9,15,6,7
1652,27,5,12,6,10
1653,2,13,8,11,26
1654,11,1,10,16,22
1655,11,18,1,14,16
1656,5,12,36,4,3
1657,9,3,4,34,10
1658,6,1,5,27,21
1659,9,29,6,7,9
1660,18,10,15,15,2
1661,3,34,11,8,4
1662,8,40,3,4,5
1663,9,7,15,8,21
1664,14,11,4,23,8
1665,14,12,24,2,8
1666,8,1,10,23,18
1667,7,18,2,28,5
1668,32,14,3,10,1
1669,1,12,6,31,10
1670,33,6,10,4,7
1671,10,1,7,14,28
1672,6,3,1,38,12
1673,3,11,3,40,3
1674,42,6,2,5,5
1675,4,38,8,8,2
1676,10,13,3,16,18
1677,24,6,3,22,5
1678,1,5,15,4,35
1679,9,10,15,8,18
1680,1,11,10,25,13
1681,20,26,3,2,9
1682,21,5,17,2,15
1683,2,35,5,11,7
1684,15,4,9,17,15
1685,26,1,10,12,11
1686,4,5,12,24,15
1687,10,7,2,31,10
1688,11,13,18,6,12
1689,1,45,9,3,2
1690,12,19,2,17,10
1691,9,29,10,4,8
1692,14,9,2,28,7
1693,11,5,16,18,10
1694,19,16,4,11,10
1695,1,19,7,25,8
1696,5,24,14,1,16
1697,18,21,6,9,6
1698,10,38,3,6,3
1699,26,26,2,3,3
1700,1,5,26,20,8
1701,5,7,40,6,2
1702,21,10,5,8,16
1703,14,19,2,10,15
1704,2,19,2,15,22
1705,21,1,22,10,6
1706,1,4,11,42,2
1707,6,7,27,9,11
1708,10,18,7,10,15
1709,22,25,6,2,5
1710,1,3,1,7,48
1711,28,6,5,18,3
1712,4,1,1,8,46
1713,3,24,14,7,12
1714,5,3,2,38,12
1715,2,4,7,23,24
1716,1,26,8,4,21
1717,13,12,29,2,4
1718,18,24,4,6,8
1719,1,2,6,47,4
1720,1,15,8,35,1
1721,1,34,10,8,7
1722,5,15,16,18,6
1723,9,3,20,12,16
1724,23,33,1,1,2
1725,5,22,6,5,22
1726,2,3,7,16,32
1727,1,15,16,10,18
1728,8,8,2,5,37
1729,3,3,5,25,24
1730,21,8,13,4,14
1731,16,10,3,19,12
1732,4,12,3,15,26
1733,2,16,27,8,7
1734,5,30,15,4,6
1735,8,26,7,7,12
1736,12,8,9,29,2
1737,8,13,24,3,12
1738,9,19,23,6,3
1739,17,1,16,13,13
1740,16,1,5,32,6
1741,12,1,13,11,23
1742,3,14,3,23,17
1743,17,2,23,9,9
1744,6,2,25,8,19
1745,5,6,32,11,6
1746,10,10,4,18,18
1747,1,19,7,24,9
1748,41,7,6,5,1
1749,2,18,20,19,1
1750,12,18,18,7,5
1751,7,30,4,15,4
1752,24,15,1,19,1
1753,37,4,10,8,1
1754,7,15,12,18,8
1755,1,26,3,15,15
1756,2,14,12,22,10
1757,5,8,4,4,39
1758,5,11,27,5,12
1759,15,6,14,12,13
1760,38,15,2,1,4
1761,10,3,22,14,11
1762,3,7,23,12,15
1763,12,1,4,7,36
1764,16,8,10,5,21
1765,5,11,3,40,1
1766,9,31,2,3,15
1767,9,2,32,15,2
1768,21,11,11,12,5
1769,12,7,3,27,11
1770,23,7,8,16,6
1771,5,5,26,10,14
1772,17,24,10,2,7
1773,18,10,9,12,11
1774,1,12,2,2,43
1775,21,26,11,1,1
1776,19,7,8,9,17
1777,10,15,6,9,20
1778,9,11,15,3,22
1779,3,12,5,1,39
1780,6,4,15,22,13
1781,15,10,22,6,7
1782,4,36,1,15,4
1783,16,3,3,8,30
1784,4,12,3,19,22
1785,16,2,6,11,25
1786,2,6,17,31,4
1787,16,9,17,9,9
1788,25,16,3,11,5
1789,1,14,22,19,4
1790,11,15,24,8,2
1791,17,4,25,10,4
1792,2,19,15,8,16
1793,7,8,15,5,25
1794,5,24,2,19,10
1795,18,24,4,12,2
1796,8,19,8,7,18
1797,26,16,15,1,2
1798,38,8,4,3,7
1799,23,4,4,27,2
1800,14,2,4,12,28
1801,17,5,29,5,4
1802,20,26,6,7,1
1803,18,12,5,9,16
1804,13,6,33,7,1
1805,14,12,6,15,13
1806,10,30,4,12,4
1807,15,2,3,20,20
1808,5,6,22,26,1
1809,6,8,32,2,12
1810,14,1,16,20,9
1811,9,18,2,1,30
1812,7,3,10,5,35
1813,3,3,10,8,36
1814,18,12,11,5,14
1815,1,23,14,16,6
1816,36,3,16,1,4
1817,9,22,5,12,12
1818,11,1,25,9,14
1819,6,7,14,32,1
1820,18,4,14,2,22
1821,6,2,5,1,46
1822,39,9,2,5,5
1823,8,1,18,11,22
1824,13,19,7,15,6
1825,5,18,2,8,27
1826,12,11,2,33,2
1827,21,1,20,5,13
1828,18,6,2,15,19
1829,1,40,11,4,4
1830,28,6,9,3,14
1831,7,11,5,15,22
1832,1,22,11,19,7
1833,11,5,14,4,26
1834,23,24,4,1,8
1835,9,15,5,14,17
1836,17,5,10,7,21
1837,2,9,7,11,31
1838,13,2,16,22,7
1839,6,12,30,6,6
1840,12,17,9,4,18
1841,5,9,18,24,4
1842,9,4,10,33,4
1843,8,8,6,11,27
1844,1,4,48,3,4
1845,7,19,12,1,21
1846,4,12,17,17,10
1847,7,17,5,18,13
1848,30,5,18,4,3
1849,14,5,12,15,14
1850,3,2,29,24,2
1851,24,17,2,4,13
1852,6,12,2,2,38
1853,9,10,17,12,12
1854,15,13,2,29,1
1855,3,6,5,24,22
1856,7,1,16,14,22
1857,22,9,22,2,5
1858,9,9,19,2,21
1859,30,20,3,6,1
1860,12,1,13,9,25
1861,5,5,36,11,3
1862,3,2,43,5,7
1863,13,23,10,10,4
1864,1,6,16,36,1
1865,1,7,16,16,20
1866,4,4,17,13,22
1867,12,7,13,10,18
1868,5,40,4,4,7
1869,29,4,11,9,7
1870,3,21,5,9,22
1871,3,20,7,3,27
1872,6,25,5,17,7
1873,11,1,9,37,2
1874,11,25,8,14,2
1875,15,1,1,32,11
1876,17,6,17,7,13
1877,12,20,3,20,5
1878,21,1,4,22,12
1879,8,26,1,22,3
1880,4,32,16,1,7
1881,3,14,17,7,19
1882,40,9,1,9,1
1883,20,7,2,5,26
1884,7,23,3,6,21
1885,14,19,1,16,10
1886,18,8,18,1,15
1887,3,12,6,26,13
1888,3,8,25,11,13
1889,5,1,2,31,21
1890,32,4,7,8,9
1891,32,15,6,3,4
1892,3,3,38,14,2
1893,31,12,8,4,5
1894,3,4,5,29,19
1895,2,18,32,1,7
1896,11,22,16,3,8
1897,2,3,26,7,22
1898,6,3,14,18,19
1899,2,9,1,44,4
1900,28,4,9,3,16
1901,20,8,2,11,19
1902,8,7,17,1,27
1903,4,2,5,19,30
1904,17,12,20,10,1
1905,4,1,26,7,22
1906,9,11,27,10,3
1907,2,15,1,28,14
1908,21,11,5,18,5
1909,1,32,18,6,3
1910,7,11,1,13,28
1911,11,3,2,16,28
1912,18,23,11,3,5
1913,4,7,15,10,24
1914,8,8,2,16,26
1915,7,33,10,3,7
1916,1,29,11,12,7
1917,2,18,16,21,3
1918,1,3,7,28,21
1919,2,5,7,15,31
1920,3,9,27,15,6
1921,16,5,2,1,36
1922,6,1,6,30,17
1923,9,32,12,5,2
1924,13,10,2,15,20
1925,49,3,3,1,4
1926,7,14,5,16,18
1927,6,23,13,15,3
1928,8,19,13,8,12
1929,12,18,24,5,1
1930,10,28,7,1,14
1931,17,3,22,11,7
1932,3,4,16,12,25
1933,6,14,28,10,2
1934,16,19,4,16,5
1935,3,34,9,10,4
1936,6,6,18,17,13
1937,3,10,35,8,4
1938,28,3,1,20,8
1939,1,4,9,36,10
1940,14,1,12,16,17
1941,5,1,35,1,18
1942,6,2,11,14,27
1943,21,11,19,1,8
1944,14,13,2,24,7
1945,26,2,11,18,3
1946,46,4,1,7,2
1947,4,13,4,6,33
1948,3,13,2,16,26
1949,4,7,8,23,18
1950,36,3,4,11,6
1951,20,2,22,15,1
1952,9,10,3,26,12
1953,10,3,18,25,4
1954,1,43,5,10,1
1955,25,12,20,1,2
1956,15,20,4,8,13
1957,5,13,3,35,4
1958,1,4,43,10,2
1959,12,2,8,36,2
1960,47,3,2,1,7
1961,3,1,44,1,11
1962,17,3,3,7,30
1963,13,1,13,32,1
1964,18,3,25,4,10
1965,4,11,6,2,37
1966,17,6,19,3,15
1967,31,6,9,10,4
1968,39,4,2,2,13
1969,28,21,6,2,3
1970,17,11,13,18,1
1971,33,4,4,16,3
1972,5,15,4,6,30
1973,6,7,8,2,37
1974,4,1,19,20,16
1975,3,11,32,3,11
1976,5,20,4,3,28
1977,11,13,2,23,11
1978,4,4,4,7,41
1979,19,11,2,24,4
1980,9,9,18,15,9
1981,39,1,7,2,11
1982,14,1,10,1,34
1983,6,10,15,13,16
1984,21,1,7,15,16
1985,26,3,13,6,12
1986,15,7,16,15,7
1987,4,18,1,20,17
1988,9,9,1,31,10
1989,1,7,5,41,6
1990,14,14,17,14,1
1991,1,6,8,15,30
1992,5,10,15,17,13
1993,7,38,1,4,10
1994,2,17,28,5,8
1995,9,9,19,10,13
1996,4,3,26,23,4
1997,1,6,19,8,26
1998,3,14,4,21,18
1999,23,12,5,10,10
2000,21,6,19,6,8
2001,15,8,11,13,13
2002,5,21,16,3,15
2003,15,4,5,16,20
2004,6,9,35,8,2
2005,4,3,16,22,15
2006,4,22,9,11,14
2007,5,20,2,20,13
2008,7,12,16,7,18
2009,17,20,8,13,2
2010,1,9,26,9,15
2011,1,4,4,24,27
2012,3,31,9,12,5
2013,7,6,18,2,27
2014,3,33,9,2,13
2015,8,7,2,17,26
2016,19,4,10,15,12
2017,19,5,6,19,11
2018,2,3,40,2,13
2019,16,12,14,4,14
2020,1,1,5,43,10
2021,11,19,6,10,14
2022,15,3,10,26,6
2023,23,15,8,12,2
2024,22,26,2,9,1
2025,18,21,3,1,17
2026,14,19,1,8,18
2027,17,11,19,9,4
2028,44,6,7,1,2
2029,6,23,3,15,13
2030,6,4,7,11,32
2031,2,23,2,2,31
2032,10,4,14,7,25
2033,6,38,3,4,9
2034,8,11,10,23,8
2035,12,18,7,22,1
2036,16,4,29,7,4
2037,1,23,6,14,16
2038,5,1,23,8,23
2039,3,32,11,1,13
2040,3,13,3,34,7
2041,10,25,15,9,1
2042,5,1,20,14,20
2043,11,7,27,1,14
2044,3,6,4,25,22
2045,3,19,32,4,2
2046,14,1,26,17,2
2047,1,16,21,6,16
2048,7,32,6,5,10
2049,10,6,11,11,22
2050,1,19,17,14,9
2051,10,16,6,24,4
2052,26,17,5,1,11
2053,3,5,18,19,15
2054,5,1,24,21,9
2055,30,5,8,5,12
2056,11,16,1,5,27
2057,6,24,1,22,7
2058,17,15,4,23,1
2059,8,25,22,3,2
2060,13,14,7,5,21
2061,7,19,25,7,2
2062,9,14,15,6,16
2063,41,2,14,2,1
2064,3,15,13,27,2
2065,16,6,4,9,25
2066,6,3,20,7,24
2067,3,14,29,7,7
2068,1,6,8,17,28
2069,18,13,11,10,8
2070,22,15,9,12,2
2071,33,4,3,13,7
2072,9,6,8,29,8
2073,8,19,2,16,15
2074,13,9,16,14,8
2075,15,11,8,6,20
2076,30,11,10,4,5
2077,14,29,4,3,10
2078,10,11,3,26,10
2079,20,7,4,23,6
2080,32,11,7,3,7
2081,9,1,1,11,38
2082,2,19,15,14,10
2083,13,26,3,8,10
2084,35,8,4,7,6
2085,3,12,4,14,27
2086,13,8,12,6,21
2087,2,3,23,11,21
2088,5,8,32,2,13
2089,5,13,10,9,23
2090,30,6,1,13,10
2091,25,12,1,16,6
2092,8,21,7,23,1
2093,3,5,42,4,6
2094,1,24,1,5,29
2095,27,20,8,1,4
2096,16,10,14,4,16
2097,27,5,24,1,3
2098,3,11,7,19,20
2099,6,1,26,7,20
2100,7,22,6,16,9
2101,18,9,12,2,19
2102,2,17,7,2,32
2103,4,8,11,13,24
2104,6,20,21,7,6
2105,4,15,15,17,9
2106,4,1,31,2,22
2107,17,9,13,3,18
2108,6,15,15,7,17
2109,6,2,14,1,37
2110,15,11,9,7,18
2111,31,7,13,6,3
2112,1,26,29,2,2
2113,8,40,4,6,2
2114,11,30,6,3,10
2115,4,3,23,15,15
2116,15,13,26,4,2
2117,3,17,2,12,26
2118,7,6,7,31,9
2119,21,6,12,16,5
2120,6,28,5,12,9
2121,10,3,23,17,7
2122,34,3,11,7,5
2123,5,18,15,4,18
2124,1,8,24,12,15
2125,6,2,1,29,22
2126,46,3,6,3,2
2127,16,27,6,5,6
2128,10,10,13,25,2
2129,13,19,10,10,8
2130,10,4,39,2,5
2131,16,1,22,18,3
2132,5,23,19,6,7
2133,5,30,1,19,5
2134,1,16,14,3,26
2135,1,31,3,4,21
2136,7,28,10,4,11
2137,11,14,21,12,2
2138,21,11,15,4,9
2139,5,25,1,8,21
2140,23,10,3,17,7
2141,29,8,11,10,2
2142,3,25,5,4,23
2143,3,9,34,13,1
2144,15,2,7,29,7
2145,39,8,6,6,1
2146,10,3,14,2,31
2147,4,18,21,2,15
2148,40,7,1,1,11
2149,5,8,3,12,32
2150,6,3,40,5,6
2151,31,3,9,4,13
2152,1,11,23,20,5
2153,19,5,3,25,8
2154,12,18,4,3,23
2155,4,13,4,38,1
2156,10,17,20,9,4
2157,1,32,8,4,15
2158,30,6,10,3,11
2159,20,5,3,18,14
2160,18,1,2,20,19
2161,1,3,3,8,45
2162,3,32,9,11,5
2163,28,9,1,17,5
2164,2,5,6,28,19
2165,7,7,1,4,41
2166,23,4,1,6,26
2167,14,6,7,10,23
2168,7,24,3,19,7
2169,5,17,27,3,8
2170,17,8,10,5,20
2171,1,14,5,37,3
2172,16,4,10,9,21
2173,12,5,19,6,18
2174,18,2,21,9,10
2175,35,2,15,1,7
2176,9,3,14,28,6
2177,26,11,2,19,2
2178,4,27,22,5,2
2179,22,6,22,1,9
2180,2,26,22,9,1
2181,1,4,18,18,19
2182,12,15,2,14,17
2183,2,4,40,4,10
2184,25,3,2,25,5
2185,19,14,10,15,2
2186,20,2,8,14,16
2187,29,8,6,13,4
2188,14,5,2,34,5
2189,4,2,10,35,9
2190,17,5,29,6,3
2191,20,9,2,5,24
2192,4,30,2,16,8
2193,1,6,5,27,21
2194,4,27,10,17,2
2195,8,19,8,7,18
2196,8,8,25,10,9
2197,10,18,6,21,5
2198,28,1,13,16,2
2199,1,26,4,2,27
2200,3,6,18,13,20
2201,24,9,2,11,14
2202,1,7,19,6,27
2203,8,2,25,13,12
2204,28,10,9,12,1
2205,5,2,23,10,20
2206,1,34,4,14,7
2207,13,11,4,28,4
2208,23,28,4,1,4
2209,20,12,1,25,2
2210,21,13,8,12,6
2211,1,4,24,16,15
2212,28,7,22,2,1
2213,5,29,2,19,5
2214,3,6,15,13,23
2215,5,8,30,6,11
2216,8,3,31,2,16
2217,10,31,5,8,6
2218,2,3,7,42,6
2219,19,23,1,6,11
2220,3,14,15,4,24
2221,7,7,11,31,4
2222,1,31,14,13,1
